import time: self [us] | cumulative | imported package
import time:       302 |        302 |                                                           google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest_base
import time:       935 |       1236 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest
import time:       782 |        782 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest_asyncio
import time:       176 |       3039 |                                                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports
import time:        20 |       3058 |                                                     google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.base
import time:       630 |       3888 |                                                   google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.client
import time:       270 |        270 |                                                   google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.async_client
import time:       116 |       4274 |                                                 google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service
import time:       194 |        194 |                                                     google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.pagers
import time:       347 |        347 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.base
import time:       266 |        266 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.grpc
import time:       274 |        274 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.grpc_asyncio
import time:       672 |        672 |                                                           google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest_base
import time:       945 |       1617 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest
import time:       830 |        830 |                                                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest_asyncio
import time:       178 |       3509 |                                                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports
import time:        18 |       3527 |                                                     google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.base
import time:       671 |       4390 |                                                   google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.client
import time:       254 |        254 |                                                   google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.async_client
import time:       115 |       4758 |                                                 google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service
import time:       200 |        200 |                                                     google.cloud.aiplatform_v1beta1.services.index_endpoint_service.pagers
import time:       326 |        326 |                                                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.base
import time:       346 |        346 |                                                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.grpc
import time:       321 |        321 |                                                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.grpc_asyncio
import time:       414 |        414 |                                                           google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest_base
import time:      1056 |       1469 |                                                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest
import time:       921 |        921 |                                                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest_asyncio
import time:       176 |       3555 |                                                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports
import time:        16 |       3571 |                                                     google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.base
import time:       696 |       4466 |                                                   google.cloud.aiplatform_v1beta1.services.index_endpoint_service.client
import time:       283 |        283 |                                                   google.cloud.aiplatform_v1beta1.services.index_endpoint_service.async_client
import time:       117 |       4865 |                                                 google.cloud.aiplatform_v1beta1.services.index_endpoint_service
import time:       274 |        274 |                                                     google.cloud.aiplatform_v1beta1.services.index_service.pagers
import time:       364 |        364 |                                                         google.cloud.aiplatform_v1beta1.services.index_service.transports.base
import time:       293 |        293 |                                                         google.cloud.aiplatform_v1beta1.services.index_service.transports.grpc
import time:       309 |        309 |                                                         google.cloud.aiplatform_v1beta1.services.index_service.transports.grpc_asyncio
import time:       360 |        360 |                                                           google.cloud.aiplatform_v1beta1.services.index_service.transports.rest_base
import time:      1080 |       1440 |                                                         google.cloud.aiplatform_v1beta1.services.index_service.transports.rest
import time:      1085 |       1085 |                                                         google.cloud.aiplatform_v1beta1.services.index_service.transports.rest_asyncio
import time:       193 |       3681 |                                                       google.cloud.aiplatform_v1beta1.services.index_service.transports
import time:        19 |       3699 |                                                     google.cloud.aiplatform_v1beta1.services.index_service.transports.base
import time:       684 |       4656 |                                                   google.cloud.aiplatform_v1beta1.services.index_service.client
import time:       312 |        312 |                                                   google.cloud.aiplatform_v1beta1.services.index_service.async_client
import time:       118 |       5085 |                                                 google.cloud.aiplatform_v1beta1.services.index_service
import time:      1172 |       1172 |                                                     google.cloud.aiplatform_v1beta1.services.job_service.pagers
import time:       876 |        876 |                                                         google.cloud.aiplatform_v1beta1.services.job_service.transports.base
import time:       526 |        526 |                                                         google.cloud.aiplatform_v1beta1.services.job_service.transports.grpc
import time:       639 |        639 |                                                         google.cloud.aiplatform_v1beta1.services.job_service.transports.grpc_asyncio
import time:       681 |        681 |                                                           google.cloud.aiplatform_v1beta1.services.job_service.transports.rest_base
import time:      2048 |       2729 |                                                         google.cloud.aiplatform_v1beta1.services.job_service.transports.rest
import time:      1549 |       1549 |                                                         google.cloud.aiplatform_v1beta1.services.job_service.transports.rest_asyncio
import time:       177 |       6494 |                                                       google.cloud.aiplatform_v1beta1.services.job_service.transports
import time:        17 |       6510 |                                                     google.cloud.aiplatform_v1beta1.services.job_service.transports.base
import time:      1826 |       9507 |                                                   google.cloud.aiplatform_v1beta1.services.job_service.client
import time:      1610 |       1610 |                                                   google.cloud.aiplatform_v1beta1.services.job_service.async_client
import time:       122 |      11238 |                                                 google.cloud.aiplatform_v1beta1.services.job_service
import time:       321 |        321 |                                                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.base
import time:       300 |        300 |                                                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.grpc
import time:       327 |        327 |                                                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.grpc_asyncio
import time:       294 |        294 |                                                           google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest_base
import time:      1093 |       1386 |                                                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest
import time:       671 |        671 |                                                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest_asyncio
import time:       177 |       3180 |                                                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports
import time:        15 |       3195 |                                                     google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.base
import time:       479 |       3674 |                                                   google.cloud.aiplatform_v1beta1.services.llm_utility_service.client
import time:       271 |        271 |                                                   google.cloud.aiplatform_v1beta1.services.llm_utility_service.async_client
import time:       118 |       4062 |                                                 google.cloud.aiplatform_v1beta1.services.llm_utility_service
import time:       243 |        243 |                                                         google.cloud.aiplatform_v1beta1.services.match_service.transports.base
import time:       220 |        220 |                                                         google.cloud.aiplatform_v1beta1.services.match_service.transports.grpc
import time:       245 |        245 |                                                         google.cloud.aiplatform_v1beta1.services.match_service.transports.grpc_asyncio
import time:       343 |        343 |                                                           google.cloud.aiplatform_v1beta1.services.match_service.transports.rest_base
import time:       757 |       1099 |                                                         google.cloud.aiplatform_v1beta1.services.match_service.transports.rest
import time:       681 |        681 |                                                         google.cloud.aiplatform_v1beta1.services.match_service.transports.rest_asyncio
import time:       167 |       2653 |                                                       google.cloud.aiplatform_v1beta1.services.match_service.transports
import time:        16 |       2669 |                                                     google.cloud.aiplatform_v1beta1.services.match_service.transports.base
import time:       466 |       3135 |                                                   google.cloud.aiplatform_v1beta1.services.match_service.client
import time:       230 |        230 |                                                   google.cloud.aiplatform_v1beta1.services.match_service.async_client
import time:       117 |       3481 |                                                 google.cloud.aiplatform_v1beta1.services.match_service
import time:       250 |        250 |                                                     google.cloud.aiplatform_v1beta1.services.memory_bank_service.pagers
import time:       338 |        338 |                                                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.base
import time:       277 |        277 |                                                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.grpc
import time:       336 |        336 |                                                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.grpc_asyncio
import time:       356 |        356 |                                                           google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest_base
import time:      1013 |       1369 |                                                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest
import time:       891 |        891 |                                                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest_asyncio
import time:       186 |       3393 |                                                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports
import time:        21 |       3413 |                                                     google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.base
import time:       668 |       4330 |                                                   google.cloud.aiplatform_v1beta1.services.memory_bank_service.client
import time:       326 |        326 |                                                   google.cloud.aiplatform_v1beta1.services.memory_bank_service.async_client
import time:       116 |       4772 |                                                 google.cloud.aiplatform_v1beta1.services.memory_bank_service
import time:       538 |        538 |                                                     google.cloud.aiplatform_v1beta1.services.metadata_service.pagers
import time:       891 |        891 |                                                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.base
import time:       580 |        580 |                                                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.grpc
import time:       577 |        577 |                                                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.grpc_asyncio
import time:       999 |        999 |                                                           google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest_base
import time:      2071 |       3070 |                                                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest
import time:      1482 |       1482 |                                                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest_asyncio
import time:       178 |       6776 |                                                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports
import time:        19 |       6795 |                                                     google.cloud.aiplatform_v1beta1.services.metadata_service.transports.base
import time:      1717 |       9048 |                                                   google.cloud.aiplatform_v1beta1.services.metadata_service.client
import time:      1509 |       1509 |                                                   google.cloud.aiplatform_v1beta1.services.metadata_service.async_client
import time:       122 |      10678 |                                                 google.cloud.aiplatform_v1beta1.services.metadata_service
import time:       209 |        209 |                                                     google.cloud.aiplatform_v1beta1.services.migration_service.pagers
import time:       340 |        340 |                                                         google.cloud.aiplatform_v1beta1.services.migration_service.transports.base
import time:       410 |        410 |                                                         google.cloud.aiplatform_v1beta1.services.migration_service.transports.grpc
import time:       271 |        271 |                                                         google.cloud.aiplatform_v1beta1.services.migration_service.transports.grpc_asyncio
import time:       443 |        443 |                                                           google.cloud.aiplatform_v1beta1.services.migration_service.transports.rest_base
import time:       857 |       1299 |                                                         google.cloud.aiplatform_v1beta1.services.migration_service.transports.rest
import time:       735 |        735 |                                                         google.cloud.aiplatform_v1beta1.services.migration_service.transports.rest_asyncio
import time:       173 |       3226 |                                                       google.cloud.aiplatform_v1beta1.services.migration_service.transports
import time:        24 |       3249 |                                                     google.cloud.aiplatform_v1beta1.services.migration_service.transports.base
import time:       611 |       4068 |                                                   google.cloud.aiplatform_v1beta1.services.migration_service.client
import time:       236 |        236 |                                                   google.cloud.aiplatform_v1beta1.services.migration_service.async_client
import time:       120 |       4423 |                                                 google.cloud.aiplatform_v1beta1.services.migration_service
import time:       221 |        221 |                                                     google.cloud.aiplatform_v1beta1.services.model_garden_service.pagers
import time:       350 |        350 |                                                         google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.base
import time:       339 |        339 |                                                         google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.grpc
import time:       292 |        292 |                                                         google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.grpc_asyncio
import time:       398 |        398 |                                                           google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.rest_base
import time:      1527 |       1925 |                                                         google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.rest
import time:       955 |        955 |                                                         google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.rest_asyncio
import time:       176 |       4034 |                                                       google.cloud.aiplatform_v1beta1.services.model_garden_service.transports
import time:        17 |       4050 |                                                     google.cloud.aiplatform_v1beta1.services.model_garden_service.transports.base
import time:       652 |       4922 |                                                   google.cloud.aiplatform_v1beta1.services.model_garden_service.client
import time:       274 |        274 |                                                   google.cloud.aiplatform_v1beta1.services.model_garden_service.async_client
import time:       116 |       5311 |                                                 google.cloud.aiplatform_v1beta1.services.model_garden_service
import time:       546 |        546 |                                                     google.cloud.aiplatform_v1beta1.services.model_monitoring_service.pagers
import time:       485 |        485 |                                                         google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.base
import time:       347 |        347 |                                                         google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.grpc
import time:       382 |        382 |                                                         google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.grpc_asyncio
import time:       406 |        406 |                                                           google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.rest_base
import time:      1227 |       1632 |                                                         google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.rest
import time:      1011 |       1011 |                                                         google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.rest_asyncio
import time:       170 |       4023 |                                                       google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports
import time:        22 |       4044 |                                                     google.cloud.aiplatform_v1beta1.services.model_monitoring_service.transports.base
import time:       883 |       5472 |                                                   google.cloud.aiplatform_v1beta1.services.model_monitoring_service.client
import time:       298 |        298 |                                                   google.cloud.aiplatform_v1beta1.services.model_monitoring_service.async_client
import time:       115 |       5885 |                                                 google.cloud.aiplatform_v1beta1.services.model_monitoring_service
import time:       512 |        512 |                                                     google.cloud.aiplatform_v1beta1.services.model_service.pagers
import time:       723 |        723 |                                                         google.cloud.aiplatform_v1beta1.services.model_service.transports.base
import time:       394 |        394 |                                                         google.cloud.aiplatform_v1beta1.services.model_service.transports.grpc
import time:       466 |        466 |                                                         google.cloud.aiplatform_v1beta1.services.model_service.transports.grpc_asyncio
import time:       516 |        516 |                                                           google.cloud.aiplatform_v1beta1.services.model_service.transports.rest_base
import time:      1926 |       2441 |                                                         google.cloud.aiplatform_v1beta1.services.model_service.transports.rest
import time:     70966 |      70966 |                                                         google.cloud.aiplatform_v1beta1.services.model_service.transports.rest_asyncio
import time:       187 |      75175 |                                                       google.cloud.aiplatform_v1beta1.services.model_service.transports
import time:        18 |      75192 |                                                     google.cloud.aiplatform_v1beta1.services.model_service.transports.base
import time:      1294 |      76997 |                                                   google.cloud.aiplatform_v1beta1.services.model_service.client
import time:       512 |        512 |                                                   google.cloud.aiplatform_v1beta1.services.model_service.async_client
import time:       121 |      77630 |                                                 google.cloud.aiplatform_v1beta1.services.model_service
import time:       381 |        381 |                                                     google.cloud.aiplatform_v1beta1.services.notebook_service.pagers
import time:       555 |        555 |                                                         google.cloud.aiplatform_v1beta1.services.notebook_service.transports.base
import time:       403 |        403 |                                                         google.cloud.aiplatform_v1beta1.services.notebook_service.transports.grpc
import time:       432 |        432 |                                                         google.cloud.aiplatform_v1beta1.services.notebook_service.transports.grpc_asyncio
import time:       466 |        466 |                                                           google.cloud.aiplatform_v1beta1.services.notebook_service.transports.rest_base
import time:      1466 |       1932 |                                                         google.cloud.aiplatform_v1beta1.services.notebook_service.transports.rest
import time:      1146 |       1146 |                                                         google.cloud.aiplatform_v1beta1.services.notebook_service.transports.rest_asyncio
import time:       192 |       4658 |                                                       google.cloud.aiplatform_v1beta1.services.notebook_service.transports
import time:        20 |       4677 |                                                     google.cloud.aiplatform_v1beta1.services.notebook_service.transports.base
import time:      1079 |       6137 |                                                   google.cloud.aiplatform_v1beta1.services.notebook_service.client
import time:       373 |        373 |                                                   google.cloud.aiplatform_v1beta1.services.notebook_service.async_client
import time:       163 |       6672 |                                                 google.cloud.aiplatform_v1beta1.services.notebook_service
import time:       190 |        190 |                                                     google.cloud.aiplatform_v1beta1.services.persistent_resource_service.pagers
import time:       363 |        363 |                                                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.base
import time:       275 |        275 |                                                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.grpc
import time:       270 |        270 |                                                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.grpc_asyncio
import time:       365 |        365 |                                                           google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest_base
import time:      1025 |       1390 |                                                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest
import time:       909 |        909 |                                                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest_asyncio
import time:       172 |       3378 |                                                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports
import time:        19 |       3396 |                                                     google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.base
import time:       633 |       4218 |                                                   google.cloud.aiplatform_v1beta1.services.persistent_resource_service.client
import time:       265 |        265 |                                                   google.cloud.aiplatform_v1beta1.services.persistent_resource_service.async_client
import time:       123 |       4605 |                                                 google.cloud.aiplatform_v1beta1.services.persistent_resource_service
import time:       733 |        733 |                                                     google.cloud.aiplatform_v1beta1.services.pipeline_service.pagers
import time:       430 |        430 |                                                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.base
import time:       324 |        324 |                                                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.grpc
import time:       403 |        403 |                                                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.grpc_asyncio
import time:       413 |        413 |                                                           google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest_base
import time:      1292 |       1705 |                                                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest
import time:      1058 |       1058 |                                                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest_asyncio
import time:       179 |       4097 |                                                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports
import time:        16 |       4113 |                                                     google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.base
import time:       935 |       5780 |                                                   google.cloud.aiplatform_v1beta1.services.pipeline_service.client
import time:       365 |        365 |                                                   google.cloud.aiplatform_v1beta1.services.pipeline_service.async_client
import time:       116 |       6260 |                                                 google.cloud.aiplatform_v1beta1.services.pipeline_service
import time:       641 |        641 |                                                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.base
import time:       418 |        418 |                                                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.grpc
import time:       371 |        371 |                                                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.grpc_asyncio
import time:       461 |        461 |                                                           google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest_base
import time:      1296 |       1756 |                                                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest
import time:      1102 |       1102 |                                                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest_asyncio
import time:       176 |       4462 |                                                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports
import time:        18 |       4479 |                                                     google.cloud.aiplatform_v1beta1.services.prediction_service.transports.base
import time:      1015 |       5493 |                                                   google.cloud.aiplatform_v1beta1.services.prediction_service.client
import time:       552 |        552 |                                                   google.cloud.aiplatform_v1beta1.services.prediction_service.async_client
import time:       123 |       6167 |                                                 google.cloud.aiplatform_v1beta1.services.prediction_service
import time:       236 |        236 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.base
import time:       226 |        226 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.grpc
import time:       238 |        238 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.grpc_asyncio
import time:       667 |        667 |                                                           google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest_base
import time:       753 |       1420 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest
import time:       770 |        770 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:       177 |       3066 |                                                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports
import time:        19 |       3084 |                                                     google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.base
import time:       525 |       3608 |                                                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.client
import time:       235 |        235 |                                                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.async_client
import time:       122 |       3964 |                                                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service
import time:       267 |        267 |                                                     google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.pagers
import time:       280 |        280 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.base
import time:       291 |        291 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.grpc
import time:       273 |        273 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.grpc_asyncio
import time:       300 |        300 |                                                           google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest_base
import time:      1050 |       1349 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest
import time:       909 |        909 |                                                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest_asyncio
import time:       179 |       3279 |                                                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports
import time:        17 |       3296 |                                                     google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.base
import time:       637 |       4199 |                                                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.client
import time:       258 |        258 |                                                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.async_client
import time:       119 |       4575 |                                                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_service
import time:       187 |        187 |                                                     google.cloud.aiplatform_v1beta1.services.schedule_service.pagers
import time:       410 |        410 |                                                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.base
import time:       283 |        283 |                                                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.grpc
import time:       291 |        291 |                                                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.grpc_asyncio
import time:       349 |        349 |                                                           google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest_base
import time:      1106 |       1455 |                                                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest
import time:       893 |        893 |                                                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest_asyncio
import time:       174 |       3503 |                                                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports
import time:        24 |       3526 |                                                     google.cloud.aiplatform_v1beta1.services.schedule_service.transports.base
import time:       697 |       4409 |                                                   google.cloud.aiplatform_v1beta1.services.schedule_service.client
import time:       356 |        356 |                                                   google.cloud.aiplatform_v1beta1.services.schedule_service.async_client
import time:       121 |       4885 |                                                 google.cloud.aiplatform_v1beta1.services.schedule_service
import time:       277 |        277 |                                                     google.cloud.aiplatform_v1beta1.services.session_service.pagers
import time:       336 |        336 |                                                         google.cloud.aiplatform_v1beta1.services.session_service.transports.base
import time:       375 |        375 |                                                         google.cloud.aiplatform_v1beta1.services.session_service.transports.grpc
import time:       304 |        304 |                                                         google.cloud.aiplatform_v1beta1.services.session_service.transports.grpc_asyncio
import time:       756 |        756 |                                                           google.cloud.aiplatform_v1beta1.services.session_service.transports.rest_base
import time:      1030 |       1786 |                                                         google.cloud.aiplatform_v1beta1.services.session_service.transports.rest
import time:       923 |        923 |                                                         google.cloud.aiplatform_v1beta1.services.session_service.transports.rest_asyncio
import time:       181 |       3901 |                                                       google.cloud.aiplatform_v1beta1.services.session_service.transports
import time:        20 |       3920 |                                                     google.cloud.aiplatform_v1beta1.services.session_service.transports.base
import time:       664 |       4861 |                                                   google.cloud.aiplatform_v1beta1.services.session_service.client
import time:       273 |        273 |                                                   google.cloud.aiplatform_v1beta1.services.session_service.async_client
import time:       115 |       5247 |                                                 google.cloud.aiplatform_v1beta1.services.session_service
import time:       202 |        202 |                                                     google.cloud.aiplatform_v1beta1.services.specialist_pool_service.pagers
import time:       351 |        351 |                                                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.base
import time:       292 |        292 |                                                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.grpc
import time:       274 |        274 |                                                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.grpc_asyncio
import time:       345 |        345 |                                                           google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest_base
import time:       972 |       1317 |                                                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest
import time:       826 |        826 |                                                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest_asyncio
import time:       172 |       3230 |                                                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports
import time:        19 |       3248 |                                                     google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.base
import time:       623 |       4073 |                                                   google.cloud.aiplatform_v1beta1.services.specialist_pool_service.client
import time:       253 |        253 |                                                   google.cloud.aiplatform_v1beta1.services.specialist_pool_service.async_client
import time:       118 |       4442 |                                                 google.cloud.aiplatform_v1beta1.services.specialist_pool_service
import time:       607 |        607 |                                                     google.cloud.aiplatform_v1beta1.services.tensorboard_service.pagers
import time:       916 |        916 |                                                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.base
import time:       530 |        530 |                                                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.grpc
import time:       624 |        624 |                                                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.grpc_asyncio
import time:       635 |        635 |                                                           google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest_base
import time:      2453 |       3087 |                                                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest
import time:      1552 |       1552 |                                                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest_asyncio
import time:       184 |       6891 |                                                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports
import time:        16 |       6907 |                                                     google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.base
import time:      1686 |       9199 |                                                   google.cloud.aiplatform_v1beta1.services.tensorboard_service.client
import time:      1433 |       1433 |                                                   google.cloud.aiplatform_v1beta1.services.tensorboard_service.async_client
import time:       117 |      10748 |                                                 google.cloud.aiplatform_v1beta1.services.tensorboard_service
import time:       288 |        288 |                                                     google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.pagers
import time:       570 |        570 |                                                         google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.base
